SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5
56.0,49.0,126.0,106.0,24.0,36.0,206.0
73.0,55.0,169.0,109.0,25.0,36.0,275.0
68.0,58.0,270.0,109.0,28.0,39.0,349.0
68.0,58.0,263.0,108.0,23.0,33.0,344.0
83.0,60.0,292.0,109.0,26.0,38.0,371.0
82.0,59.0,188.0,106.0,31.0,44.0,291.0
85.0,59.0,158.0,103.0,22.0,29.0,236.0
71.0,53.0,111.0,96.0,30.0,45.0,143.0
76.0,32.0,117.0,101.0,29.0,38.0,159.0
75.0,55.0,119.0,90.0,23.0,32.0,153.0
52.0,48.0,72.0,78.0,25.0,37.0,72.0
64.0,53.0,156.0,95.0,20.0,25.0,264.0
56.0,50.0,103.0,85.0,24.0,34.0,143.0
52.0,51.0,106.0,82.0,22.0,29.0,149.0
75.0,64.0,401.0,108.0,15.0,22.0,424.0
106.0,62.0,299.0,107.0,22.0,29.0,365.0
96.0,58.0,180.0,102.0,23.0,33.0,258.0
82.0,50.0,131.0,79.0,24.0,33.0,159.0
92.0,58.0,173.0,77.0,20.0,26.0,189.0
97.0,39.0,155.0,73.0,30.0,38.0,196.0
118.0,35.0,253.0,102.0,30.0,41.0,334.0
107.0,34.0,186.0,99.0,31.0,39.0,289.0
91.0,30.0,145.0,83.0,27.0,38.0,209.0
84.0,32.0,170.0,79.0,30.0,37.0,266.0
96.0,32.0,158.0,79.0,12.0,16.0,244.0
75.0,30.0,112.0,69.0,26.0,36.0,162.0
87.0,35.0,191.0,86.0,24.0,29.0,311.0
103.0,38.0,324.0,99.0,16.0,18.0,406.0
99.0,32.0,183.0,75.0,9.0,13.0,287.0
93.0,29.0,157.0,69.0,13.0,16.0,257.0
83.0,27.0,95.0,48.0,27.0,11.0,130.0
61.0,23.0,61.0,24.0,46.0,22.0,57.0
60.0,23.0,61.0,24.0,42.0,20.0,46.0
67.0,27.0,85.0,46.0,45.0,19.0,90.0
38.0,70.13869903701477,103.0,37.0,35.0,41.0,95.0
29.0,92.0,110.0,41.0,31.0,42.0,92.0
19.0,87.0,121.0,44.0,30.0,35.0,135.0
14.0,67.0,99.0,46.0,23.0,29.0,130.0
11.0,52.0,95.0,30.0,16.0,18.0,98.0
28.0,50.0,249.0,30.0,25.0,34.0,152.0
42.0,68.0,150.0,28.0,40.0,51.0,130.0
34.0,47.0,96.0,17.0,30.0,43.0,64.0
34.0,55.0,78.0,15.0,37.0,48.0,67.0
24.0,35.0,81.0,11.0,31.0,41.0,67.0
40.0,45.0,71.0,15.0,32.0,38.0,58.0
34.0,77.0,81.0,24.0,30.0,42.0,70.0
37.0,85.0,87.0,26.0,29.0,39.0,75.0
22.0,57.0,77.0,16.0,25.0,39.0,62.0
16.0,39.0,81.0,13.0,27.0,38.0,74.0
18.0,43.0,143.0,12.0,26.0,38.0,100.0
42.0,93.0,101.0,45.0,30.0,39.0,92.0
25.0,92.0,99.0,59.0,22.0,25.0,90.0
14.0,52.0,110.0,51.0,18.0,25.0,52.0
22.0,82.0,124.0,61.0,27.0,25.0,169.0
56.0,110.0,129.0,67.0,39.0,46.0,170.0
53.0,94.0,128.0,59.0,21.0,29.0,134.0
27.0,90.0,137.0,60.0,35.0,45.0,152.0
37.0,98.0,148.0,63.0,32.0,28.0,249.0
46.0,99.0,156.0,62.0,32.0,38.0,228.0
42.0,88.0,146.0,56.0,19.0,26.0,198.0
55.0,102.0,112.0,58.0,34.0,40.0,117.0
50.0,111.0,120.0,61.0,27.0,28.0,119.0
23.0,78.0,95.0,56.0,33.0,42.0,120.0
44.0,104.0,124.0,61.0,27.0,30.0,119.0
38.0,82.0,135.0,53.0,18.0,22.0,143.0
40.0,68.0,126.0,47.0,29.0,38.0,89.0
52.0,92.0,138.0,43.0,33.0,46.0,88.0
40.0,71.11417787491762,140.0,16.0,34.0,47.0,62.0
54.0,74.0538181611802,126.0,18.0,37.0,55.0,119.0
60.0,45.740891707026606,156.0,35.0,14.0,17.0,223.0
55.0,75.0,133.0,37.0,26.0,32.0,224.0
66.0,88.38775337162579,500.0,26.0,17.0,21.0,204.0
57.0,35.0,98.0,35.0,15.0,20.0,93.0
40.0,23.0,296.0,25.0,25.0,32.0,77.0
41.0,33.0,500.0,25.0,36.0,27.0,216.0
55.0,43.0,107.0,26.0,45.0,56.0,88.0
62.0,55.0,156.0,34.0,35.0,54.0,135.0
81.0,74.0,138.0,45.0,31.0,33.0,165.0
74.0,69.0,126.0,60.0,23.0,27.0,123.0
83.0,62.0,212.0,60.0,31.0,43.0,263.0
88.0,85.0,216.0,78.0,35.0,44.0,349.0
85.0,100.0,191.0,88.0,27.0,23.0,333.0
66.0,63.0,98.0,65.0,34.0,42.0,163.0
79.0,75.0,108.0,77.0,30.0,31.0,186.0
63.0,44.0,80.0,51.0,21.0,25.0,128.0
43.0,55.800615888708116,83.0,47.0,18.0,26.0,129.0
28.0,52.0,90.0,52.0,28.0,37.0,137.0
66.0,91.56326029580131,145.0,96.0,33.0,39.0,276.0
52.0,69.0,148.0,107.0,33.0,40.0,291.0
41.0,49.0,77.0,104.0,31.0,37.0,84.0
56.0,52.0,80.0,103.0,27.0,37.0,109.0
47.0,49.0,84.0,101.0,26.0,33.0,117.0
51.0,43.0,104.0,105.0,24.0,31.0,179.0
34.0,38.0,56.58973349195344,105.0,10.0,15.0,292.0
41.0,70.4240715873892,95.0,94.0,17.0,19.0,180.0
54.0,59.0,106.0,103.0,14.0,19.0,196.0
55.0,88.0,198.23929857936255,109.0,17.0,19.0,327.0
48.0,74.0,82.0,104.0,23.0,25.0,138.0
25.0,69.0,-9.246097386791684,105.0,10.0,14.0,186.0
34.0,83.0,58.244830271089306,104.0,9.0,13.0,215.0
63.0,111.0,169.0,111.0,12.0,16.0,320.0
54.0,106.0,263.0,114.0,13.0,16.0,423.0
56.0,111.0,176.0,106.0,14.0,17.0,336.0
89.0,125.0,250.0,107.0,11.0,15.0,410.0
76.0,105.0,184.0,108.0,13.0,17.0,352.0
83.0,120.0,152.0,108.0,12.0,16.0,272.0
70.0,131.0,128.0,95.0,14.0,19.0,210.0
79.0,137.0,118.0,89.0,15.0,20.0,186.0
60.0,108.0,80.0,73.0,26.0,37.0,87.0
56.0,100.0,71.0,53.0,25.0,36.0,63.0
71.0,138.0,152.0,100.0,13.0,18.0,289.0
58.0,118.0,112.0,85.0,19.0,24.0,202.0
62.0,96.0,53.0,53.0,25.0,32.0,77.0
54.0,122.0,355.1498858049802,104.0,15.0,20.0,355.0
88.0,150.0,443.8452372684401,114.0,10.0,16.0,442.0
78.0,142.0,220.0,107.0,11.0,17.0,328.0
67.0,116.0,127.0,69.0,22.0,24.0,189.0
64.0,127.0,126.0,64.0,32.0,26.0,145.0
72.0,110.0,135.0,35.0,14.0,13.0,90.0
91.0,167.0,210.0,103.0,6.0,5.0,362.0
94.0,171.0,177.0,104.0,3.0,4.0,305.0
81.0,175.0,177.0,102.0,4.0,4.0,284.0
85.0,125.0,137.0,68.0,11.0,12.0,212.0
102.0,138.0,171.0,101.0,3.0,4.0,303.0
62.0,117.0,111.0,64.0,6.0,7.0,159.0
85.0,152.0,171.0,101.0,44.139927558648026,52.376536914514375,288.0
103.0,147.0,196.0,107.0,4.0,5.0,342.0
94.0,154.0,188.0,105.0,4.0,5.0,328.0
102.0,119.0,135.0,87.0,4.0,6.0,229.0
74.0,78.0,96.0,50.0,21.0,8.0,138.0
41.0,39.0,55.0,18.0,116.0,39.0,45.0
55.0,50.0,79.0,30.0,54.0,18.0,65.0
66.0,87.0,107.0,66.0,54.0,18.0,97.0
25.0,114.0,133.0,35.0,34.16972438079875,40.961945971609985,105.0
26.0,111.0,140.0,36.0,32.35033578307284,38.745213671603324,118.0
26.0,112.0,132.0,34.0,31.475565292421813,37.66375910673792,124.0
20.0,85.0,106.0,66.0,26.71904094367669,31.86317984456204,127.0
26.0,101.0,121.0,99.0,33.00034769108239,39.28073984104585,170.0
40.0,103.0,94.0,94.0,37.2660376457293,44.457842811334636,138.0
23.0,82.0,64.0,83.0,32.23181736795124,38.53021625237284,85.0
16.0,67.0,70.0,82.0,26.067135668075363,25.0,84.0
34.0,70.0,182.0,78.0,34.0,48.0,138.0
39.0,99.0,144.0,78.0,75.0,90.0,123.0
14.0,72.0,91.0,57.0,43.0,66.0,60.0
14.0,101.0,109.0,64.0,40.75545059461982,76.0,73.0
12.0,93.0,96.0,63.0,35.86477544377428,56.0,68.0
13.0,97.0,91.0,66.0,38.0,50.0,60.0
17.0,93.0,92.0,67.0,35.27421409664902,42.31754380213585,64.0
23.0,99.0,98.0,68.0,37.22443147491672,44.645094537119725,72.0
15.0,79.0,86.0,63.0,32.037931119225,46.0,58.0
12.0,57.0,78.0,48.0,31.0,45.0,43.0
11.0,80.0,125.0,35.0,24.94722074925157,29.93820178601361,80.0
25.0,93.0,97.0,39.0,29.48984803698891,35.31941590963854,88.0
17.0,79.0,81.0,30.0,34.0,43.0,63.0
8.0,60.0,96.0,33.0,21.0,29.0,55.0
22.0,104.0,131.0,55.0,26.158601394888777,17.0,155.0
40.0,108.0,118.0,60.0,50.0,59.0,138.0
54.0,112.0,117.0,48.0,8.0,9.0,109.0
34.0,110.0,166.0,87.0,32.85179396222962,39.09814495511205,199.0
41.0,104.0,134.0,102.0,38.0,34.0,207.0
41.0,107.0,145.0,99.0,38.0,50.0,189.0
41.0,103.0,135.0,90.0,22.0,28.0,169.0
32.0,104.0,113.0,89.0,40.19692426572687,48.13115752407263,102.0
27.0,104.0,106.0,81.0,39.13495164271126,46.879369737984405,93.0
16.0,83.0,88.0,71.0,28.4102873583885,33.93306157048379,104.0
57.0,103.0,106.0,70.0,8.0,40.97837734995354,120.0
53.0,95.0,135.0,60.0,34.0,43.0,113.0
32.0,108.0,159.0,73.0,32.479750242253225,38.73063196888147,173.0
30.0,111.0,116.0,62.0,34.47920988964768,41.19096720062617,134.0
44.0,102.0,127.0,51.0,17.0,20.0,148.0
36.0,93.0,126.0,40.0,29.71917727569678,35.58006408579721,107.0
43.0,84.0,120.0,102.0,39.0,49.0,128.0
59.0,106.0,154.0,103.0,35.055764660046634,41.648680898859624,216.0
84.0,112.0,153.0,98.0,41.56989800488517,49.54060352489607,193.0
66.0,87.0,122.0,81.0,20.0,24.0,143.0
69.0,101.0,500.0,87.0,29.939917208495476,35.76369326317287,324.0
57.0,89.0,500.0,66.0,26.776658346934706,32.12549628472262,277.0
79.0,89.0,112.0,61.0,11.0,12.0,102.0
54.0,64.0,368.0,45.0,19.0,23.0,127.0
26.0,79.0,500.0,29.0,20.0,25.0,323.0
54.0,111.0,163.0,37.0,35.907809572027325,43.02755243114324,124.0
49.63942271495639,102.0,188.0,36.0,30.977706686017854,37.08072413986661,145.0
46.4362243729698,97.0,228.0,33.0,28.966676807041317,34.71281720998558,152.0
45.526064891610964,104.0,172.0,22.0,30.741702978070805,36.84815807712227,124.0
43.068964044262124,97.0,179.0,23.0,28.832753375047687,34.56726525833384,123.0
37.0,92.0,151.0,9.0,22.0,25.0,100.0
32.783263843038235,79.0,155.0,36.742677995220845,19.0,26.0,63.0
38.0,106.0,317.0,61.987309072045086,22.0,23.0,222.0
78.0,120.0,322.0,75.0,44.0,37.0,294.0
75.0,114.0,273.0,103.0,22.0,21.0,290.0
81.0,108.0,225.0,92.0,5.0,6.0,298.0
71.0,109.0,225.0,92.0,33.0,37.0,277.0
60.0,104.0,146.0,82.0,30.0,34.0,203.0
53.0,95.0,95.0,69.0,34.0,36.0,103.0
54.0,88.0,106.0,73.0,35.0,36.0,119.0
55.0,68.0,84.0,56.0,18.0,23.0,99.0
55.0,63.0,78.0,56.0,11.0,14.0,90.0
53.0,70.0,89.0,60.0,22.0,26.0,88.0
61.0,80.0,151.0,77.0,23.0,24.0,215.0
72.15615563632524,93.0,167.0,102.0,20.0,25.0,258.0
44.49866109404692,62.0,79.0,92.0,28.0,33.0,65.0
49.99763540198317,68.0,92.0,100.0,21.0,22.0,107.0
53.03829243501871,84.0,98.0,103.0,13.0,14.0,112.0
52.371659082388256,67.0,103.0,102.0,21.0,27.0,124.0
57.0,75.0,144.0,105.0,4.0,3.0,237.0
36.0,79.0,442.0,106.0,30.0,30.0,415.0
65.0,97.0,148.0,103.0,16.0,19.0,226.0
46.0,82.0,85.0,99.0,11.0,14.0,118.0
52.0,82.0,113.0,102.0,11.0,11.0,150.0
83.0,102.0,166.0,105.0,8.0,8.0,234.0
50.0,85.0,104.0,102.0,24.0,25.0,110.0
72.0,99.0,111.0,103.0,3.0,3.0,139.0
93.0,106.0,166.0,104.0,3.0,3.0,226.0
101.0,120.0,330.0,106.0,3.0,4.0,298.0
92.0,130.0,463.0,107.0,4.0,5.0,371.0
93.0,120.0,308.0,102.0,14.0,12.0,288.0
113.0,141.0,337.6815512017876,111.0,9.0,10.0,414.0
91.0,129.0,313.8119209728492,116.0,36.02470028920176,42.610363554884316,364.0
102.0,125.0,162.0,111.0,2.0,3.0,303.0
101.0,124.0,152.0,108.0,2.0,3.0,245.0
62.0,104.0,116.0,104.0,3.0,4.0,176.0
58.0,101.0,91.0,102.0,10.0,7.0,127.0
61.0,75.0,73.0,85.0,7.0,8.0,59.0
68.0,145.0,156.0,104.0,4.0,5.0,268.0
103.0,111.0,190.0,105.0,3.0,3.0,326.0
113.0,136.0,403.0,112.0,3.0,4.0,444.0
107.0,125.0,226.0,108.0,36.81891171344672,43.515919110307664,331.0
74.22167114491558,102.0,177.0,114.0,20.0,8.0,259.0
56.809015259829216,65.0,157.0,115.0,4.0,5.0,200.0
44.06082430989821,63.0,145.0,110.0,4.0,5.0,104.0
20.0,101.0,447.0,122.0,4.0,6.0,445.0
21.0,85.0,408.0,118.0,4.0,6.0,410.0
22.0,72.0,240.0,108.0,4.0,6.0,284.0
13.0,133.0,215.0,109.0,4.0,6.0,279.0
34.0,165.0,379.0,112.0,5.0,7.0,392.0
19.0,83.0,432.0,109.0,4.0,6.0,438.0
21.0,157.0,398.0,109.0,4.0,6.0,409.0
23.0,144.0,285.0,103.0,5.0,7.0,363.0
57.0,127.0,189.0,95.0,27.0,12.0,286.0
49.0,102.0,128.0,65.0,6.0,3.0,170.0
9.0,52.0,64.0,33.0,6.0,3.0,49.0
11.0,60.0,103.0,42.0,5.0,3.0,98.0
8.0,121.0,166.0,56.0,6.0,3.0,149.0
25.0,98.0,135.0,74.59690530878855,54.0,85.0,127.0
17.0,89.0,108.0,57.5720645543228,42.0,63.0,83.0
19.0,102.0,179.0,78.0,41.0,45.0,192.0
16.0,64.0,132.0,76.0,23.0,27.0,168.0
10.0,58.0,155.0,71.0,5.0,5.0,224.0
15.0,45.196703753994704,121.0,59.0,22.0,18.0,182.0
11.0,39.0,77.0,43.0,15.0,19.0,99.0
8.0,37.0,91.0,44.0,12.0,17.0,98.0
20.0,47.0,310.0,35.0,30.0,39.0,178.0
50.95608840204485,81.85531732669234,160.0,63.28941712463777,28.138107251664593,33.57674811647124,150.0
21.0,59.0,86.0,13.845795871727232,43.0,55.0,-75.54855246904275
18.0,50.0,73.0,16.097423876842573,31.0,39.0,-35.04813426260682
15.0,49.0,80.0,96.0,52.0,71.0,88.37621110540273
11.0,62.0,69.0,81.0,29.0,30.0,112.68082052767087
21.0,74.0,88.0,62.0,35.0,52.0,63.0
14.0,58.0,89.0,59.0,35.0,54.0,55.0
18.0,74.0,169.0,64.0,34.0,48.0,103.0
49.0,100.0,130.0,67.0,37.0,48.0,112.0
25.0,80.0,107.0,58.0,38.0,47.0,80.0
33.0,57.0,123.0,53.0,26.0,36.0,67.0
24.0,82.0,141.0,66.0,33.0,33.0,143.0
57.0,105.0,160.0,71.0,75.0,81.0,166.0
60.0,101.0,146.0,67.0,20.0,25.0,133.0
41.0,108.0,213.0,74.0,42.0,59.0,195.0
37.0,88.0,175.0,74.0,52.0,48.0,228.0
48.0,101.0,184.0,70.0,52.0,71.0,222.0
43.0,99.0,172.0,66.0,31.0,39.0,198.0
49.0,112.0,146.0,72.20856550784295,41.0,46.0,117.0
52.0,115.0,154.0,76.95022357410811,46.0,52.0,127.0
26.0,98.0,116.0,70.0,41.0,48.0,129.0
54.0,93.0,126.0,53.0,13.0,36.05792337718089,120.0
42.0,70.0,172.0,45.0,35.0,46.0,115.0
49.0,107.0,193.0,56.0,44.0,47.0,206.0
37.0,104.0,134.0,51.0,34.0,40.0,127.0
38.0,95.0,161.0,49.0,25.0,26.0,168.0
41.0,89.0,170.0,41.0,29.839371427049468,35.77663618321704,113.0
34.0,115.0,186.0,48.0,30.0,30.0,128.0
31.0,106.0,167.0,40.0,37.0,41.0,89.0
56.0,92.0,162.0,48.0,44.0,64.0,172.0
57.0,104.0,186.0,51.0,15.0,17.0,269.0
47.0,94.0,156.0,42.0,32.0,41.0,220.0
44.0,73.40539325331432,127.0,70.0,25.0,31.0,170.0
59.0,89.0,500.0,93.0,15.0,17.0,333.0
65.0,94.0,500.0,79.0,18.0,20.0,289.0
51.0,70.0,114.0,71.0,19.0,25.0,115.0
34.0,55.0,500.0,57.0,20.0,27.0,133.0
25.0,93.0,500.0,57.0,24.0,32.0,326.0
53.0,111.0,156.0,62.0,62.0,76.0,129.0
50.0,107.0,199.0,61.0,34.0,38.0,147.0
64.0,97.0,242.0,57.0,34.0,47.0,163.0
60.0,107.0,185.0,55.0,40.0,51.0,195.0
47.0,95.0,157.0,40.0,33.0,44.0,125.0
55.0,95.0,172.0,40.0,34.0,41.0,117.0
90.0,105.0,171.0,40.0,20.0,23.0,120.0
34.0,58.0,157.0,24.0,23.0,35.0,67.0
80.0,109.0,374.0,55.0,25.0,35.0,306.0
77.0,112.0,353.0,55.0,64.0,77.0,387.0
101.0,129.0,295.0,108.0,37.0,27.0,362.0
93.0,121.0,216.0,111.0,15.0,17.0,366.0
80.0,115.0,216.0,111.0,43.0,54.0,343.0
60.0,113.0,158.0,108.0,41.0,52.0,278.0
57.0,108.0,110.0,105.0,44.0,53.0,169.0
86.0,112.0,121.0,106.0,36.0,39.0,190.0
99.0,100.0,101.0,104.0,16.0,19.0,153.0
55.0,67.0,94.0,103.0,25.0,30.0,142.0
23.0,67.0,96.0,102.0,27.0,34.0,130.0
59.0,82.0,182.0,113.0,35.0,34.0,305.0
65.0,73.0,188.0,118.0,37.0,39.0,342.0
29.0,53.0,86.0,110.0,32.0,43.0,79.0
57.0,67.0,104.0,110.0,22.0,24.0,144.0
25.0,53.0,90.0,109.0,34.0,45.0,112.0
53.0,47.0,113.0,110.0,30.0,39.0,186.0
41.0,53.0,65.36331222977063,113.0,7.0,9.0,312.0
60.0,78.0,472.0,114.0,20.0,22.0,499.0
95.0,99.25460782517479,182.0,112.0,25.0,28.0,336.0
52.0,82.66260989665095,96.0,108.0,17.0,17.0,172.0
55.0,80.22074062122998,126.0,111.0,13.0,15.0,216.0
69.0,107.0,192.0,115.0,12.0,11.0,335.0
74.0,97.0,100.0,110.0,22.0,23.0,153.0
50.0,85.0,107.0,112.0,5.0,6.0,180.0
42.0,101.0,119.0,111.0,3.0,4.0,213.0
63.0,115.0,289.0,116.0,7.0,8.0,381.0
74.0,125.0,382.0,116.0,10.0,10.0,432.0
56.0,116.0,215.0,111.0,12.0,12.0,334.0
84.0,132.0,405.0,111.0,14.0,15.0,422.0
68.0,116.0,275.0,108.0,22.0,23.0,343.0
81.0,127.0,268.0,106.0,8.0,9.0,306.0
79.0,111.0,150.0,101.0,15.0,15.0,196.0
89.0,116.0,144.0,101.0,12.0,13.0,173.0
57.0,106.0,107.0,98.0,17.0,20.0,108.0
45.0,81.0,94.0,78.0,30.0,38.0,58.0
65.0,86.0,88.0,90.0,25.0,30.0,83.0
63.0,124.0,300.0,110.0,4.0,6.0,376.0
91.0,138.0,437.0,114.0,5.0,7.0,426.0
88.0,139.0,299.0,108.0,6.0,9.0,321.0
66.0,111.0,188.0,98.0,39.0,27.0,231.0
58.0,111.0,161.0,79.0,32.0,27.0,169.0
51.265047478832855,99.19011450094365,163.0,63.0,43.0,41.0,99.0
57.0,117.0,372.0,104.0,108.0,25.0,411.0
70.0,119.0,220.0,96.0,12.0,11.0,316.0
83.0,111.0,178.0,78.0,14.0,14.0,245.0
86.0,115.0,184.0,80.0,26.0,23.0,232.0
101.0,125.0,263.0,90.0,7.0,8.0,315.0
62.0,103.0,167.0,74.0,10.0,12.0,219.0
71.0,122.0,270.0,85.0,4.0,5.0,310.0
82.0,131.0,340.0,96.0,6.0,8.0,342.0
81.0,127.0,354.0,97.0,6.0,8.0,370.0
103.0,113.0,186.0,67.0,8.0,9.0,239.0
65.0,88.0,102.0,43.0,26.0,10.0,144.0
14.0,54.0,27.0,21.0,57.0,25.0,43.0
38.0,68.0,46.0,29.0,41.0,17.0,82.0
37.0,94.0,64.0,33.0,60.0,23.0,104.0
44.0,44.0,82.0,56.010951766351454,64.0,78.0,80.0
38.0,44.0,85.0,50.060997395927075,42.0,60.0,90.0
43.0,49.0,105.0,68.07837069135189,37.0,48.0,182.0
42.0,49.0,233.83408152836085,58.65688462287857,28.0,35.0,232.0
25.0,35.0,229.97406267260374,52.0,12.0,15.0,236.0
23.0,28.0,82.0,45.0,15.0,19.0,134.0
16.0,24.0,59.0,36.0,8.0,10.0,87.0
18.0,25.0,78.0,32.0,11.0,14.0,83.0
26.0,28.0,160.0,15.0,18.0,23.0,143.0
55.0,38.0,129.0,22.0,59.0,90.0,118.0
44.0,57.0,122.0,18.0,40.0,58.0,80.0
54.0,60.0,143.0,39.0,38.0,59.0,103.0
51.0,99.88604446852982,239.8543888017056,49.0,36.0,49.0,110.0
63.0,58.0,13.288628282407428,69.0,35.0,46.0,108.0
48.0,58.0,147.0,50.0,34.0,45.0,103.0
44.0,47.0,128.0,56.0,35.0,46.0,103.0
24.0,38.0,-43.15124179988769,70.0,32.0,44.0,67.0
26.0,28.0,-158.74654677984535,80.0,30.0,44.0,43.0
26.0,32.0,119.0,75.0,28.0,35.0,94.0
59.0,47.0,122.0,79.0,34.0,39.0,102.0
18.0,25.0,93.0,88.0,26.0,26.0,87.0
21.0,24.0,95.0,79.0,18.0,20.0,57.0
23.0,25.0,100.0,76.0,23.0,23.0,133.0
56.0,44.0,139.0,105.0,42.0,61.0,173.0
47.0,42.0,115.0,117.0,23.0,30.0,105.0
50.0,58.0,178.0,120.0,37.0,51.0,253.0
40.0,40.0,125.0,114.0,35.0,43.0,203.0
45.0,45.0,124.0,113.0,35.0,46.0,198.0
46.0,38.0,136.0,111.0,27.0,39.0,183.0
53.0,59.0,169.0,108.0,41.0,43.0,180.0
51.0,59.0,131.0,103.0,33.0,39.0,127.0
31.0,43.0,108.0,101.0,31.0,40.0,153.0
38.0,33.0,93.0,99.0,15.0,22.692015377814485,115.0
33.0,25.0,120.0,89.0,31.0,43.0,113.0
60.0,54.0,137.0,101.0,33.0,39.0,183.0
52.0,57.0,153.0,101.0,30.0,35.0,216.0
41.0,48.0,131.0,94.0,21.0,30.0,162.0
50.0,43.0,168.0,80.0,29.0,40.0,140.0
67.0,75.0,272.0,94.0,23.0,24.0,212.0
61.0,59.0,263.0,70.0,26.0,32.0,150.0
53.0,47.0,148.0,55.0,32.0,43.0,192.0
53.0,49.0,157.0,62.0,18.0,26.0,247.0
49.0,40.0,109.0,62.0,31.0,42.0,180.0
37.0,30.0,102.0,48.0,24.0,33.0,147.0
52.0,43.0,405.0,57.0,18.0,23.0,260.0
52.0,50.0,500.0,105.0,14.0,16.0,246.0
31.0,33.0,80.0,116.0,16.0,21.0,89.0
26.0,25.0,164.0,113.0,15.0,21.0,102.0
47.0,44.0,500.0,109.0,16.0,22.0,256.0
59.0,69.0,189.0,107.0,35.0,34.0,200.0
56.0,72.0,272.0,104.0,21.0,25.0,203.0
51.0,54.0,183.0,85.0,20.0,29.0,183.0
55.0,60.0,177.0,76.0,26.0,30.0,218.0
51.0,53.0,155.0,61.0,22.0,28.0,173.0
50.0,57.0,175.0,49.0,21.0,25.0,192.0
48.0,52.0,131.0,29.0,15.0,20.0,117.0
35.0,29.0,82.0,9.0,14.0,20.0,58.0
56.0,59.0,179.0,79.35343911424695,15.0,36.0,271.0
57.0,63.0,210.0,73.0,39.0,41.0,380.0
64.0,74.0,278.0,105.0,23.0,18.0,426.0
52.0,52.0,173.0,101.0,19.0,17.0,309.0
59.0,54.0,173.0,101.0,32.0,38.0,333.0
45.0,48.0,123.0,96.0,32.0,38.0,235.0
37.0,44.0,106.0,89.0,29.0,34.0,205.0
31.0,48.0,110.0,87.0,24.0,30.0,212.0
37.0,35.0,-46.170254815736534,85.0,17.0,21.0,162.0
32.0,33.0,-81.86732458227048,83.0,11.0,10.0,144.0
24.0,30.0,-96.1598624823838,84.0,11.0,14.0,130.0
91.0,40.0,169.0,121.0,34.0,38.0,327.0
79.0,32.0,-54.2321511517651,129.0,33.0,48.0,311.0
50.0,20.0,68.0,121.0,34.0,50.0,103.0
81.0,34.0,97.0,121.0,29.0,39.0,188.0
76.0,24.0,-344.17458491939294,119.0,34.0,45.0,103.0
77.0,22.0,-172.812447670049,119.0,32.0,45.0,221.0
74.0,27.0,-56.05522813045781,117.0,21.0,31.0,299.0
98.0,34.0,212.39418034967372,114.0,32.0,42.0,464.0
82.0,32.0,49.71541286902318,108.0,34.0,45.0,320.0
69.0,35.0,-179.3351309908306,105.0,17.0,25.0,170.0
85.0,40.0,-112.23181466950194,105.0,17.0,26.0,223.0
103.0,59.0,162.0,107.0,18.0,20.0,324.0
89.0,54.0,93.0,104.0,25.0,30.0,180.0
89.0,48.0,-162.61045379300418,106.0,9.0,13.0,201.0
102.0,57.0,-134.5289401982796,106.0,9.0,13.0,219.0
109.0,77.0,178.92712029211432,108.0,14.0,18.0,396.0
100.0,97.0,307.62380372398155,106.0,14.0,17.0,430.0
107.0,93.0,159.0,103.0,11.0,15.0,315.0
108.0,105.0,368.0,114.0,14.0,18.0,460.0
104.0,83.0,170.0,114.0,24.0,26.0,327.0
83.0,99.0,222.0,113.0,11.0,15.0,349.0
35.0,73.0,107.0,108.0,2.0,3.0,192.0
30.0,83.0,156.0,109.0,10.0,14.0,272.0
30.0,67.0,122.0,105.0,16.0,20.0,185.0
38.0,40.0,58.0,100.0,17.0,23.0,67.0
59.0,85.0,161.0,109.0,12.0,16.0,286.0
57.0,61.0,98.0,106.0,13.0,17.0,123.0
52.0,47.0,63.0,114.0,14.0,17.0,75.0
71.0,89.0,205.0,135.0,6.0,6.0,398.0
84.0,102.0,279.0,135.0,5.0,6.0,410.0
88.0,102.0,172.0,123.0,5.0,7.0,300.0
66.0,69.0,119.0,112.0,9.0,12.0,196.0
65.0,78.0,158.0,106.0,12.0,10.0,222.0
51.0,49.0,127.0,101.0,10.0,10.0,200.0
57.0,60.0,248.0,111.0,6.0,8.0,404.0
38.0,40.0,199.0,110.0,5.0,7.0,390.0
41.0,38.0,115.0,102.0,6.0,7.0,217.0
52.0,45.0,145.0,102.0,11.0,11.0,272.0
38.0,40.0,159.0,105.0,5.0,8.0,317.0
33.0,30.0,113.0,93.0,5.0,6.0,216.0
57.0,70.0,299.0,107.0,8.0,11.0,446.0
68.0,84.0,307.0,104.0,7.0,10.0,373.0
71.0,73.0,240.0,99.0,6.0,8.0,419.0
68.0,59.0,167.0,76.0,9.0,11.0,303.0
